symbol,date,open,high,low,close,volume,adjclose,splits
GSAT,2006-11-02,255.14999389648438,265.20001220703125,253.1999969482422,262.79998779296875,769867,262.79998779296875,0.0
GSAT,2006-11-03,262.5,264.29998779296875,246.0,247.5,197533,247.5,0.0
GSAT,2006-11-06,253.5,253.5,229.0500030517578,235.5,125880,235.5,0.0
GSAT,2006-11-07,232.5,233.6999969482422,219.0,221.85000610351562,67173,221.85000610351562,0.0
GSAT,2006-11-08,224.25,243.75,217.5,239.25,86447,239.25,0.0
GSAT,2006-11-09,240.0,245.85000610351562,236.25,237.75,48787,237.75,0.0
GSAT,2006-11-10,235.35000610351562,236.10000610351562,222.75,225.0,33933,225.0,0.0
GSAT,2006-11-13,225.0,225.75,207.75,207.75,43480,207.75,0.0
GSAT,2006-11-14,210.0,210.0,188.25,202.64999389648438,50360,202.64999389648438,0.0
GSAT,2006-11-15,206.25,219.3000030517578,202.5,210.89999389648438,33493,210.89999389648438,0.0
GSAT,2006-11-16,210.3000030517578,217.35000610351562,210.3000030517578,215.85000610351562,20013,215.85000610351562,0.0
GSAT,2006-11-17,210.14999389648438,219.0,210.0,217.5,13613,217.5,0.0
GSAT,2006-11-20,216.75,217.5,211.9499969482422,213.75,8693,213.75,0.0
GSAT,2006-11-21,213.3000030517578,213.60000610351562,194.85000610351562,212.25,50533,212.25,0.0
GSAT,2006-11-22,216.14999389648438,216.14999389648438,206.25,208.9499969482422,18767,208.9499969482422,0.0
GSAT,2006-11-24,202.64999389648438,211.5,202.64999389648438,209.39999389648438,8053,209.39999389648438,0.0
GSAT,2006-11-27,210.0,210.0,202.8000030517578,202.9499969482422,12587,202.9499969482422,0.0
GSAT,2006-11-28,203.39999389648438,204.3000030517578,194.6999969482422,198.0,29600,198.0,0.0
GSAT,2006-11-29,198.0,216.3000030517578,198.0,207.0,22747,207.0,0.0
GSAT,2006-11-30,208.5,210.60000610351562,204.14999389648438,208.8000030517578,12033,208.8000030517578,0.0
GSAT,2006-12-01,204.0,210.0,204.0,204.0,6133,204.0,0.0
GSAT,2006-12-04,203.6999969482422,210.0,202.1999969482422,202.64999389648438,9333,202.64999389648438,0.0
GSAT,2006-12-05,202.5,205.5,200.39999389648438,202.5,10220,202.5,0.0
GSAT,2006-12-06,200.25,204.89999389648438,195.75,198.3000030517578,11973,198.3000030517578,0.0
GSAT,2006-12-07,197.10000610351562,202.35000610351562,195.89999389648438,198.14999389648438,6973,198.14999389648438,0.0
GSAT,2006-12-08,197.25,198.75,195.0,198.60000610351562,15640,198.60000610351562,0.0
GSAT,2006-12-11,196.8000030517578,198.75,195.0,196.9499969482422,10207,196.9499969482422,0.0
GSAT,2006-12-12,201.75,206.10000610351562,194.85000610351562,195.60000610351562,35653,195.60000610351562,0.0
GSAT,2006-12-13,197.25,198.60000610351562,190.1999969482422,192.0,46707,192.0,0.0
GSAT,2006-12-14,189.75,202.5,186.75,196.5,39127,196.5,0.0
GSAT,2006-12-15,198.0,212.85000610351562,198.0,211.5,172680,211.5,0.0
GSAT,2006-12-18,211.8000030517578,219.3000030517578,207.0,219.14999389648438,50893,219.14999389648438,0.0
GSAT,2006-12-19,219.4499969482422,224.39999389648438,216.0,221.39999389648438,35107,221.39999389648438,0.0
GSAT,2006-12-20,225.0,225.0,217.8000030517578,224.5500030517578,20647,224.5500030517578,0.0
GSAT,2006-12-21,225.14999389648438,225.14999389648438,218.25,220.0500030517578,12460,220.0500030517578,0.0
GSAT,2006-12-22,218.6999969482422,222.4499969482422,213.3000030517578,214.0500030517578,13680,214.0500030517578,0.0
GSAT,2006-12-26,214.0500030517578,217.35000610351562,213.75,214.5,11907,214.5,0.0
GSAT,2006-12-27,216.60000610351562,217.1999969482422,212.39999389648438,213.75,11813,213.75,0.0
GSAT,2006-12-28,212.25,215.6999969482422,209.85000610351562,210.3000030517578,10347,210.3000030517578,0.0
GSAT,2006-12-29,211.8000030517578,211.8000030517578,208.35000610351562,208.64999389648438,20440,208.64999389648438,0.0
GSAT,2007-01-03,209.25,211.5,207.75,210.89999389648438,30347,210.89999389648438,0.0
GSAT,2007-01-04,209.10000610351562,210.60000610351562,206.6999969482422,210.0,27160,210.0,0.0
GSAT,2007-01-05,208.1999969482422,210.14999389648438,207.0,207.4499969482422,10727,207.4499969482422,0.0
GSAT,2007-01-08,207.0,210.60000610351562,207.0,209.6999969482422,11573,209.6999969482422,0.0
GSAT,2007-01-09,210.14999389648438,212.85000610351562,208.5,209.39999389648438,19140,209.39999389648438,0.0
GSAT,2007-01-10,209.10000610351562,210.75,208.1999969482422,208.5,10533,208.5,0.0
GSAT,2007-01-11,210.4499969482422,214.1999969482422,209.6999969482422,212.5500030517578,14527,212.5500030517578,0.0
GSAT,2007-01-12,211.64999389648438,213.75,210.75,211.5,5293,211.5,0.0
GSAT,2007-01-16,212.85000610351562,214.0500030517578,211.0500030517578,212.39999389648438,16640,212.39999389648438,0.0
GSAT,2007-01-17,211.9499969482422,213.75,210.0,210.60000610351562,18413,210.60000610351562,0.0
GSAT,2007-01-18,210.0,210.4499969482422,207.14999389648438,207.14999389648438,5333,207.14999389648438,0.0
GSAT,2007-01-19,207.14999389648438,208.8000030517578,204.0,208.1999969482422,5253,208.1999969482422,0.0
GSAT,2007-01-22,207.4499969482422,209.6999969482422,206.25,208.1999969482422,4847,208.1999969482422,0.0
GSAT,2007-01-23,207.14999389648438,216.4499969482422,207.14999389648438,215.10000610351562,28047,215.10000610351562,0.0
GSAT,2007-01-24,215.85000610351562,219.4499969482422,214.5,217.35000610351562,10973,217.35000610351562,0.0
